ResponseId,Age,Gender,Sexuality,Country,EdLevel,LearnCode,Employment,ConvertedCompYearly,YearsLearnPro,Degree
32377,35-44 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",97288.0,1.0,No
32404,25-34 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,19452.0,2.0,Yes
32442,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,48644.0,0.0,Yes
32483,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,54049.0,9.0,Yes
32516,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,86478.0,5.0,Yes
32521,25-34 years old,Man,Straight / Heterosexual,Spain,"Associate degree (A.A., A.S., etc.)",Traditional,Employed,12456.0,3.0,Yes
32529,35-44 years old,Man,Straight / Heterosexual,Spain,"Associate degree (A.A., A.S., etc.)",Both,Employed,35672.0,7.0,Yes
32569,25-34 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,21620.0,8.0,Yes
32579,25-34 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",50000.0,3.0,No
32629,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,27025.0,13.0,Yes
32647,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,30267.0,3.0,Yes
32704,25-34 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,25944.0,10.0,Yes
32719,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,52968.0,6.0,Yes
32726,> 45 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,87559.0,7.0,Yes
32784,,Other,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Employed,,4.0,No
32816,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,39996.0,5.0,Yes
32819,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,5.0,Yes
32848,25-34 years old,Man,LGBT / Non-hetero,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,2.0,Yes
32887,> 45 years old,Man,Straight / Heterosexual,Paraguay,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",45972.0,25.0,Yes
32915,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",32988.0,1.0,Yes
32932,35-44 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Employed,23352.0,3.0,No
32967,25-34 years old,Woman,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,,5.0,Yes
33012,> 45 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,64860.0,8.0,Yes
33026,> 45 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,36753.0,2.0,Yes
33034,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,15564.0,3.0,Yes
33057,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,64859.0,6.0,Yes
33110,18-24 years old,Man,LGBT / Non-hetero,Spain,"Associate degree (A.A., A.S., etc.)",Both,Employed,14916.0,6.5,Yes
33169,18-24 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,23352.0,5.0,Yes
33182,35-44 years old,Man,LGBT / Non-hetero,Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,324300.0,5.0,Yes
33203,> 45 years old,Man,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,,4.0,No
33226,35-44 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,18.0,Yes
33241,25-34 years old,Other,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,41077.0,4.0,Yes
33243,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,14637.0,6.0,Yes
33244,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,48644.0,1.0,Yes
33249,25-34 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Both,Not employed,,,No
33254,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,36324.0,6.0,Yes
33257,> 45 years old,Man,LGBT / Non-hetero,Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,,4.0,Yes
33268,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,41232.0,3.0,Yes
33271,35-44 years old,Man,LGBT / Non-hetero,Paraguay,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,20220.0,0.0,Yes
33301,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,54972.0,3.0,Yes
33304,35-44 years old,Woman,LGBT / Non-hetero,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,43239.0,1.0,Yes
33326,> 45 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,60535.0,2.0,Yes
33329,> 45 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,0.0,Yes
33335,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,28044.0,2.0,Yes
33366,35-44 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,37104.0,3.0,Yes
33372,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,12372.0,3.0,Yes
33426,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,32988.0,1.0,No
33427,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Traditional,"Independent contractor, freelancer, or self-employed",19512.0,1.0,No
33431,18-24 years old,Man,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,18420.0,6.0,No
33436,18-24 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,23352.0,5.5,Yes
33438,> 45 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,,5.0,No
33447,> 45 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Both,Employed,,10.0,No
33448,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,22056.0,3.0,Yes
33465,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,77568.0,10.0,Yes
33466,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,8.0,Yes
33468,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,28860.0,4.0,Yes
33532,25-34 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Student,,,No
33554,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,9624.0,6.0,Yes
33556,> 45 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,93.0,9.0,Yes
33586,35-44 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Both,Employed,12648.0,11.0,No
33594,35-44 years old,Man,Straight / Heterosexual,Brazil,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,19236.0,2.0,Yes
33603,25-34 years old,Man,Straight / Heterosexual,Uruguay,Some college/university study without earning a degree,Non-traditional,Employed,47292.0,3.0,No
33608,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,298356.0,4.0,Yes
33612,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Student,,,Yes
33620,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,10.0,Yes
33633,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,38484.0,3.0,Yes
33640,25-34 years old,Man,Straight / Heterosexual,Bolivia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,3.0,Yes
33647,25-34 years old,Man,Straight / Heterosexual,Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Student,,,Yes
33663,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,8244.0,4.0,Yes
33684,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,9624.0,6.0,Yes
33685,25-34 years old,Man,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Employed,21620.0,3.0,No
33696,35-44 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,15576.0,0.0,No
33700,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,44861.0,8.0,Yes
33711,25-34 years old,Woman,LGBT / Non-hetero,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,48000.0,5.0,Yes
33713,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",,6.0,Yes
33717,> 45 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,10.0,Yes
33718,35-44 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,38915.0,5.0,Yes
33724,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,39400.0,9.0,Yes
33746,25-34 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,30240.0,7.0,No
33763,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,23823.0,11.0,Yes
33767,> 45 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,14016.0,0.0,No
33804,35-44 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,57292.0,14.0,Yes
33822,> 45 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,124560.0,11.0,No
33823,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,20539.0,9.5,Yes
33830,35-44 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,68124.0,5.0,No
33837,35-44 years old,Man,Straight / Heterosexual,Mexico,"Professional degree (JD, MD, etc.)",Both,Employed,9696.0,3.0,Yes
33849,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,41232.0,3.0,Yes
33857,18-24 years old,Woman,LGBT / Non-hetero,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,,6.0,Yes
33862,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,10992.0,9.0,No
33880,18-24 years old,Man,Straight / Heterosexual,Colombia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,7068.0,11.0,No
33885,> 45 years old,Man,Straight / Heterosexual,Brazil,"Other doctoral degree (Ph.D., Ed.D., etc.)",Both,Employed,,23.0,Yes
33905,18-24 years old,Woman,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Both,Employed,5496.0,6.5,No
33921,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,21189.0,0.0,No
33934,18-24 years old,Man,Straight / Heterosexual,Brazil,Something else,Both,Employed,35736.0,4.0,No
33940,25-34 years old,Man,LGBT / Non-hetero,Paraguay,Some college/university study without earning a degree,Both,Employed,8088.0,3.0,No
33947,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,43980.0,4.0,Yes
33950,25-34 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,20436.0,8.0,No
33969,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,5496.0,1.0,No
33977,18-24 years old,Man,Straight / Heterosexual,Spain,Something else,Both,Employed,,2.0,No
34011,25-34 years old,Man,LGBT / Non-hetero,Ecuador,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,10800.0,2.0,Yes
34018,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,32988.0,0.0,Yes
34023,25-34 years old,Man,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,18756.0,4.0,No
34033,18-24 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Employed,,1.0,No
34035,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,4128.0,2.5,Yes
34042,18-24 years old,Man,LGBT / Non-hetero,Brazil,Something else,Both,Student,,,No
34044,25-34 years old,Man,Straight / Heterosexual,Chile,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Employed,,9.5,No
34065,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,30240.0,1.0,No
34071,35-44 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Both,Employed,17316.0,13.0,Yes
34075,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Traditional,Employed,4128.0,8.0,No
34077,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
34081,18-24 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,7524.0,2.5,Yes
34082,25-34 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Both,"Independent contractor, freelancer, or self-employed",,,No
34095,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,21372.0,9.0,Yes
34162,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,75669.0,12.0,Yes
34168,35-44 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,93456.0,4.0,Yes
34174,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",38484.0,2.0,Yes
34188,35-44 years old,Man,Straight / Heterosexual,Brazil,Something else,Both,"Independent contractor, freelancer, or self-employed",13740.0,10.0,No
34200,> 45 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,389148.0,7.0,Yes
34205,35-44 years old,Man,Straight / Heterosexual,Colombia,"Professional degree (JD, MD, etc.)",Both,Employed,25068.0,2.0,Yes
34214,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,49476.0,1.0,Yes
34216,> 45 years old,Man,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Non-traditional,Employed,,0.0,No
34231,25-34 years old,Man,Straight / Heterosexual,Costa Rica,Some college/university study without earning a degree,Non-traditional,Student,,,No
34242,> 45 years old,Man,Straight / Heterosexual,Spain,Something else,Both,Employed,97284.0,5.0,No
34243,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,21996.0,7.0,Yes
34253,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,50806.0,7.0,Yes
34274,25-34 years old,Man,Straight / Heterosexual,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,11676.0,,No
34281,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,24744.0,6.0,Yes
34315,25-34 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,11040.0,4.0,No
34323,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,13.0,Yes
34337,25-34 years old,Man,Straight / Heterosexual,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,20400.0,5.0,Yes
34346,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",27492.0,4.0,Yes
34355,35-44 years old,Man,Straight / Heterosexual,Uruguay,Some college/university study without earning a degree,Non-traditional,Employed,50436.0,2.0,No
34357,25-34 years old,Man,Straight / Heterosexual,Brazil,Something else,Non-traditional,Employed,10995.0,1.5,No
34360,18-24 years old,Man,Straight / Heterosexual,Spain,Something else,Traditional,Employed,,4.0,No
34362,35-44 years old,Man,Straight / Heterosexual,Chile,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,27096.0,1.0,Yes
34365,35-44 years old,Man,LGBT / Non-hetero,Chile,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,22584.0,0.0,Yes
34368,18-24 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,22701.0,4.0,Yes
34378,35-44 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,42372.0,5.0,Yes
34394,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,37104.0,2.0,Yes
34395,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,21762.0,5.0,Yes
34407,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",6876.0,9.0,No
34408,25-34 years old,Man,Straight / Heterosexual,El Salvador,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,,4.0,Yes
34410,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,7692.0,5.5,Yes
34413,> 45 years old,Man,Straight / Heterosexual,Spain,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,32429.0,3.0,Yes
34419,> 45 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,,5.0,No
34427,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,4.0,Yes
34429,35-44 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,45156.0,10.0,Yes
34435,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,38484.0,4.0,Yes
34448,25-34 years old,Woman,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,17652.0,6.0,Yes
34451,35-44 years old,Woman,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,43239.0,15.0,Yes
34453,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,77568.0,4.0,Yes
34454,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Not employed,,,No
34459,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",19236.0,3.0,No
34466,25-34 years old,Man,Straight / Heterosexual,Brazil,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,6600.0,9.0,Yes
34470,25-34 years old,Other,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,,Yes
34475,18-24 years old,Man,LGBT / Non-hetero,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,17652.0,5.0,Yes
34492,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,64859.0,6.0,Yes
34502,18-24 years old,Man,LGBT / Non-hetero,Ecuador,"Professional degree (JD, MD, etc.)",Both,Employed,9600.0,7.0,Yes
34509,35-44 years old,Woman,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,,Yes
34516,25-34 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,42816.0,1.0,Yes
34554,25-34 years old,Man,Straight / Heterosexual,Colombia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,33900.0,4.0,Yes
34559,18-24 years old,Woman,LGBT / Non-hetero,Chile,Some college/university study without earning a degree,Both,Student,,,No
34574,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,13740.0,5.0,No
34595,25-34 years old,Man,Straight / Heterosexual,Guatemala,Some college/university study without earning a degree,Non-traditional,Employed,9360.0,6.0,No
34600,25-34 years old,Man,Straight / Heterosexual,Costa Rica,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,1.0,Yes
34625,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,38484.0,2.0,No
34630,35-44 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,49668.0,7.0,Yes
34639,18-24 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",9600.0,3.0,Yes
34645,18-24 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Both,Employed,14796.0,3.0,No
34654,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,17868.0,1.0,Yes
34655,> 45 years old,Man,LGBT / Non-hetero,Brazil,,Non-traditional,Employed,,,Yes
34671,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Not employed,,,No
34674,25-34 years old,Man,Straight / Heterosexual,Mexico,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,23916.0,12.0,Yes
34676,35-44 years old,Man,Straight / Heterosexual,El Salvador,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,20448.0,4.0,Yes
34700,35-44 years old,Man,LGBT / Non-hetero,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,31788.0,4.0,Yes
34718,> 45 years old,Man,Straight / Heterosexual,Brazil,Something else,Both,Employed,,2.0,No
34722,18-24 years old,Man,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Student,,,No
34740,35-44 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",20400.0,8.0,Yes
34753,25-34 years old,Man,Straight / Heterosexual,Chile,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,61716.0,3.0,Yes
34758,35-44 years old,Other,LGBT / Non-hetero,Chile,"Other doctoral degree (Ph.D., Ed.D., etc.)",Both,Employed,19572.0,10.0,Yes
34762,35-44 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Non-traditional,Employed,47132.0,9.0,No
34771,25-34 years old,Man,Straight / Heterosexual,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Employed,72000.0,1.0,No
34779,25-34 years old,Man,Straight / Heterosexual,Argentina,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,4860.0,4.0,Yes
34783,25-34 years old,Woman,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,48644.0,5.0,Yes
34784,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,,Yes
34785,35-44 years old,Man,LGBT / Non-hetero,Colombia,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,125000.0,6.0,Yes
34816,35-44 years old,Other,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,31524.0,0.0,Yes
34832,> 45 years old,Man,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,74450.0,3.0,No
